region,timestamp,price,demand
VIC1,2026-05-01 00:50:00+10:00,0.0,4306.21
NSW1,2026-05-01 00:55:00+10:00,56.06,7152.68
QLD1,2026-05-01 00:55:00+10:00,53.77,5896.04
SA1,2026-05-01 00:55:00+10:00,-2.49,1547.15
TAS1,2026-05-01 00:55:00+10:00,74.25,925.55
VIC1,2026-05-01 00:55:00+10:00,0.0,4348.15
NSW1,2026-05-01 01:00:00+10:00,56.06,7114.93
QLD1,2026-05-01 01:00:00+10:00,54.84,5941.3
SA1,2026-05-01 01:00:00+10:00,-2.49,1557.12
TAS1,2026-05-01 01:00:00+10:00,74.25,926.37
VIC1,2026-05-01 01:00:00+10:00,0.0,4306.9
NSW1,2026-05-01 01:05:00+10:00,56.06,7104.07
QLD1,2026-05-01 01:05:00+10:00,54.05,5850.29
SA1,2026-05-01 01:05:00+10:00,-3.0,1526.67
TAS1,2026-05-01 01:05:00+10:00,74.25,930.82
VIC1,2026-05-01 01:05:00+10:00,0.0,4251.04
NSW1,2026-05-01 01:10:00+10:00,56.03,7091.39
QLD1,2026-05-01 01:10:00+10:00,52.75,5840.45
SA1,2026-05-01 01:10:00+10:00,-3.0,1513.78
TAS1,2026-05-01 01:10:00+10:00,74.24,926.42
VIC1,2026-05-01 01:10:00+10:00,0.0,4231.35
NSW1,2026-05-01 01:15:00+10:00,56.06,6993.48
QLD1,2026-05-01 01:15:00+10:00,54.79,5901.32
SA1,2026-05-01 01:15:00+10:00,-3.0,1519.45
TAS1,2026-05-01 01:15:00+10:00,74.2,925.5
VIC1,2026-05-01 01:15:00+10:00,-0.05,4221.48
NSW1,2026-05-01 01:20:00+10:00,56.06,7019.74
QLD1,2026-05-01 01:20:00+10:00,53.49,5808.1
SA1,2026-05-01 01:20:00+10:00,-3.0,1514.56
TAS1,2026-05-01 01:20:00+10:00,74.25,926.45
VIC1,2026-05-01 01:20:00+10:00,0.0,4207.06
NSW1,2026-05-01 01:25:00+10:00,56.06,6936.24
QLD1,2026-05-01 01:25:00+10:00,53.84,5839.21
SA1,2026-05-01 01:25:00+10:00,-3.0,1498.15
TAS1,2026-05-01 01:25:00+10:00,74.95,930.83
VIC1,2026-05-01 01:25:00+10:00,-0.05,4153.78
NSW1,2026-05-01 01:30:00+10:00,56.06,6928.1
QLD1,2026-05-01 01:30:00+10:00,53.78,5862.93
SA1,2026-05-01 01:30:00+10:00,-3.0,1484.94
TAS1,2026-05-01 01:30:00+10:00,74.2,924.25
VIC1,2026-05-01 01:30:00+10:00,-0.05,4069.51
NSW1,2026-05-01 01:35:00+10:00,56.03,6886.93
QLD1,2026-05-01 01:35:00+10:00,52.75,5750.56
SA1,2026-05-01 01:35:00+10:00,-3.0,1488.92
TAS1,2026-05-01 01:35:00+10:00,74.9,927.31
VIC1,2026-05-01 01:35:00+10:00,-0.1,4053.19
NSW1,2026-05-01 01:40:00+10:00,57.51,6897.77
QLD1,2026-05-01 01:40:00+10:00,54.67,5804.91
SA1,2026-05-01 01:40:00+10:00,-2.5,1480.92
TAS1,2026-05-01 01:40:00+10:00,74.2,926.42
VIC1,2026-05-01 01:40:00+10:00,-0.05,4103.18
NSW1,2026-05-01 01:45:00+10:00,56.06,6882.29
QLD1,2026-05-01 01:45:00+10:00,53.11,5746.14
SA1,2026-05-01 01:45:00+10:00,-3.0,1488.41
TAS1,2026-05-01 01:45:00+10:00,74.15,921.38
VIC1,2026-05-01 01:45:00+10:00,-0.1,4075.14
NSW1,2026-05-01 01:50:00+10:00,56.06,6837.8
QLD1,2026-05-01 01:50:00+10:00,52.81,5785.26
SA1,2026-05-01 01:50:00+10:00,-3.0,1470.9
TAS1,2026-05-01 01:50:00+10:00,74.14,925.24
VIC1,2026-05-01 01:50:00+10:00,-0.1,3968.77
NSW1,2026-05-01 01:55:00+10:00,56.06,6876.45
QLD1,2026-05-01 01:55:00+10:00,52.75,5702.81
SA1,2026-05-01 01:55:00+10:00,-3.0,1475.76
TAS1,2026-05-01 01:55:00+10:00,74.14,924.76
VIC1,2026-05-01 01:55:00+10:00,-0.1,4011.28
NSW1,2026-05-01 02:00:00+10:00,56.06,6785.76
QLD1,2026-05-01 02:00:00+10:00,52.97,5737.65
SA1,2026-05-01 02:00:00+10:00,-3.0,1458.29
TAS1,2026-05-01 02:00:00+10:00,74.14,922.98
VIC1,2026-05-01 02:00:00+10:00,-0.1,4015.75
NSW1,2026-05-01 02:05:00+10:00,56.06,6783.94
QLD1,2026-05-01 02:05:00+10:00,52.75,5735.63
SA1,2026-05-01 02:05:00+10:00,-3.0,1461.46
TAS1,2026-05-01 02:05:00+10:00,75.0,927.63
VIC1,2026-05-01 02:05:00+10:00,0.0,4008.24
NSW1,2026-05-01 02:10:00+10:00,56.06,6719.59
QLD1,2026-05-01 02:10:00+10:00,52.75,5742.84
SA1,2026-05-01 02:10:00+10:00,-3.0,1455.17
TAS1,2026-05-01 02:10:00+10:00,74.9,923.2
VIC1,2026-05-01 02:10:00+10:00,-0.1,3995.47
NSW1,2026-05-01 02:15:00+10:00,56.06,6663.71
QLD1,2026-05-01 02:15:00+10:00,52.75,5739.46
SA1,2026-05-01 02:15:00+10:00,-3.0,1449.55
TAS1,2026-05-01 02:15:00+10:00,74.9,923.87
VIC1,2026-05-01 02:15:00+10:00,-0.1,3920.51
NSW1,2026-05-01 02:20:00+10:00,56.06,6689.82
QLD1,2026-05-01 02:20:00+10:00,52.75,5691.39
SA1,2026-05-01 02:20:00+10:00,-3.0,1442.43
TAS1,2026-05-01 02:20:00+10:00,74.9,924.34
VIC1,2026-05-01 02:20:00+10:00,-0.1,3890.06
NSW1,2026-05-01 02:25:00+10:00,57.51,6718.94
QLD1,2026-05-01 02:25:00+10:00,54.89,5733.03
SA1,2026-05-01 02:25:00+10:00,-3.0,1432.44
TAS1,2026-05-01 02:25:00+10:00,74.9,914.22
VIC1,2026-05-01 02:25:00+10:00,-0.1,3929.14
NSW1,2026-05-01 02:30:00+10:00,56.06,6681.38
QLD1,2026-05-01 02:30:00+10:00,52.75,5679.31
SA1,2026-05-01 02:30:00+10:00,-3.0,1428.33
TAS1,2026-05-01 02:30:00+10:00,72.94,921.86
VIC1,2026-05-01 02:30:00+10:00,-2.0,3946.87
NSW1,2026-05-01 02:35:00+10:00,56.06,6559.28
QLD1,2026-05-01 02:35:00+10:00,52.75,5666.6
SA1,2026-05-01 02:35:00+10:00,-3.0,1422.26
TAS1,2026-05-01 02:35:00+10:00,72.94,914.88
VIC1,2026-05-01 02:35:00+10:00,-2.0,3851.22
NSW1,2026-05-01 02:40:00+10:00,56.06,6599.15
QLD1,2026-05-01 02:40:00+10:00,52.75,5706.87
SA1,2026-05-01 02:40:00+10:00,-3.0,1405.76
TAS1,2026-05-01 02:40:00+10:00,74.9,919.21
VIC1,2026-05-01 02:40:00+10:00,-0.1,3939.2
NSW1,2026-05-01 02:45:00+10:00,56.06,6588.78
QLD1,2026-05-01 02:45:00+10:00,52.75,5662.66
SA1,2026-05-01 02:45:00+10:00,-4.0,1395.82
TAS1,2026-05-01 02:45:00+10:00,72.93,922.11
VIC1,2026-05-01 02:45:00+10:00,-2.0,3924.97
NSW1,2026-05-01 02:50:00+10:00,56.06,6556.94
QLD1,2026-05-01 02:50:00+10:00,52.76,5751.96
SA1,2026-05-01 02:50:00+10:00,-8.72,1376.34
TAS1,2026-05-01 02:50:00+10:00,72.93,916.49
VIC1,2026-05-01 02:50:00+10:00,-2.0,3894.08
NSW1,2026-05-01 02:55:00+10:00,56.06,6573.64
QLD1,2026-05-01 02:55:00+10:00,52.54,5670.94
SA1,2026-05-01 02:55:00+10:00,-3.0,1403.63
TAS1,2026-05-01 02:55:00+10:00,84.22,923.56
VIC1,2026-05-01 02:55:00+10:00,-2.68,3893.56
NSW1,2026-05-01 03:00:00+10:00,56.06,6517.52
QLD1,2026-05-01 03:00:00+10:00,52.75,5673.99
SA1,2026-05-01 03:00:00+10:00,-3.0,1382.45
TAS1,2026-05-01 03:00:00+10:00,83.89,932.55
VIC1,2026-05-01 03:00:00+10:00,-2.99,3871.4
NSW1,2026-05-01 03:05:00+10:00,56.05,6431.9
QLD1,2026-05-01 03:05:00+10:00,52.75,5699.0
SA1,2026-05-01 03:05:00+10:00,-3.0,1370.63
TAS1,2026-05-01 03:05:00+10:00,84.92,929.13
VIC1,2026-05-01 03:05:00+10:00,-2.0,3827.26
NSW1,2026-05-01 03:10:00+10:00,56.06,6487.27
QLD1,2026-05-01 03:10:00+10:00,52.75,5684.46
SA1,2026-05-01 03:10:00+10:00,-3.0,1370.55
TAS1,2026-05-01 03:10:00+10:00,84.92,936.04
VIC1,2026-05-01 03:10:00+10:00,-2.0,3821.65
NSW1,2026-05-01 03:15:00+10:00,57.51,6516.55
QLD1,2026-05-01 03:15:00+10:00,55.06,5716.97
SA1,2026-05-01 03:15:00+10:00,-3.0,1370.79
TAS1,2026-05-01 03:15:00+10:00,84.92,936.54
VIC1,2026-05-01 03:15:00+10:00,-2.0,3899.98
NSW1,2026-05-01 03:20:00+10:00,56.06,6526.12
QLD1,2026-05-01 03:20:00+10:00,52.04,5647.99
SA1,2026-05-01 03:20:00+10:00,-5.15,1374.26
TAS1,2026-05-01 03:20:00+10:00,84.21,931.28
VIC1,2026-05-01 03:20:00+10:00,-2.69,3843.58
NSW1,2026-05-01 03:25:00+10:00,56.06,6511.78
QLD1,2026-05-01 03:25:00+10:00,52.75,5702.62
SA1,2026-05-01 03:25:00+10:00,-3.0,1376.18
TAS1,2026-05-01 03:25:00+10:00,84.21,927.26
VIC1,2026-05-01 03:25:00+10:00,-2.68,3917.13
NSW1,2026-05-01 03:30:00+10:00,56.06,6540.71
QLD1,2026-05-01 03:30:00+10:00,52.75,5685.57
SA1,2026-05-01 03:30:00+10:00,-3.0,1392.81
TAS1,2026-05-01 03:30:00+10:00,84.21,929.72
VIC1,2026-05-01 03:30:00+10:00,-2.68,3850.39
NSW1,2026-05-01 03:35:00+10:00,57.51,6584.07
QLD1,2026-05-01 03:35:00+10:00,53.75,5717.13
SA1,2026-05-01 03:35:00+10:00,-3.0,1384.91
TAS1,2026-05-01 03:35:00+10:00,84.92,926.18
VIC1,2026-05-01 03:35:00+10:00,-2.0,3819.37
NSW1,2026-05-01 03:40:00+10:00,57.51,6539.17
QLD1,2026-05-01 03:40:00+10:00,55.3,5739.49
SA1,2026-05-01 03:40:00+10:00,-3.0,1379.66
TAS1,2026-05-01 03:40:00+10:00,83.88,926.91
VIC1,2026-05-01 03:40:00+10:00,-2.99,3840.55
NSW1,2026-05-01 03:45:00+10:00,56.06,6464.22
QLD1,2026-05-01 03:45:00+10:00,53.37,5760.59
SA1,2026-05-01 03:45:00+10:00,-3.0,1386.53
TAS1,2026-05-01 03:45:00+10:00,71.91,931.51
VIC1,2026-05-01 03:45:00+10:00,-2.99,3877.46
NSW1,2026-05-01 03:50:00+10:00,57.51,6540.64
QLD1,2026-05-01 03:50:00+10:00,54.43,5760.13
SA1,2026-05-01 03:50:00+10:00,-3.0,1377.7
TAS1,2026-05-01 03:50:00+10:00,72.93,932.84
VIC1,2026-05-01 03:50:00+10:00,-2.0,3866.13
NSW1,2026-05-01 03:55:00+10:00,56.06,6382.58
QLD1,2026-05-01 03:55:00+10:00,54.18,5736.64
SA1,2026-05-01 03:55:00+10:00,-3.0,1367.4
TAS1,2026-05-01 03:55:00+10:00,72.93,926.29
VIC1,2026-05-01 03:55:00+10:00,-2.0,3897.04
NSW1,2026-05-01 04:00:00+10:00,56.06,6426.5
QLD1,2026-05-01 04:00:00+10:00,53.29,5715.4
SA1,2026-05-01 04:00:00+10:00,-3.0,1369.93
TAS1,2026-05-01 04:00:00+10:00,71.93,902.66
VIC1,2026-05-01 04:00:00+10:00,-2.99,3896.24
NSW1,2026-05-01 04:05:00+10:00,56.03,6374.16
QLD1,2026-05-01 04:05:00+10:00,53.21,5785.86
SA1,2026-05-01 04:05:00+10:00,-3.0,1357.68
TAS1,2026-05-01 04:05:00+10:00,73.51,902.51
VIC1,2026-05-01 04:05:00+10:00,-2.68,3838.02
NSW1,2026-05-01 04:10:00+10:00,57.51,6537.97
QLD1,2026-05-01 04:10:00+10:00,54.82,5804.82
SA1,2026-05-01 04:10:00+10:00,-3.0,1358.17
TAS1,2026-05-01 04:10:00+10:00,73.9,898.49
VIC1,2026-05-01 04:10:00+10:00,-2.29,3838.1
NSW1,2026-05-01 04:15:00+10:00,57.51,6593.86
QLD1,2026-05-01 04:15:00+10:00,54.88,5794.38
SA1,2026-05-01 04:15:00+10:00,-3.0,1359.13
TAS1,2026-05-01 04:15:00+10:00,73.18,900.08
VIC1,2026-05-01 04:15:00+10:00,-2.99,3849.48
NSW1,2026-05-01 04:20:00+10:00,56.06,6617.82
QLD1,2026-05-01 04:20:00+10:00,53.04,5776.13
SA1,2026-05-01 04:20:00+10:00,-3.0,1357.05
TAS1,2026-05-01 04:20:00+10:00,73.93,898.07
VIC1,2026-05-01 04:20:00+10:00,-2.99,3891.37
NSW1,2026-05-01 04:25:00+10:00,57.51,6677.46
QLD1,2026-05-01 04:25:00+10:00,55.53,5795.57
SA1,2026-05-01 04:25:00+10:00,-3.0,1346.1
TAS1,2026-05-01 04:25:00+10:00,74.63,912.74
VIC1,2026-05-01 04:25:00+10:00,-2.29,3889.11
NSW1,2026-05-01 04:30:00+10:00,56.06,6562.54
QLD1,2026-05-01 04:30:00+10:00,53.85,5815.11
SA1,2026-05-01 04:30:00+10:00,-3.0,1348.83
TAS1,2026-05-01 04:30:00+10:00,85.61,920.97
VIC1,2026-05-01 04:30:00+10:00,-2.29,3928.61
NSW1,2026-05-01 04:35:00+10:00,56.06,6548.05
QLD1,2026-05-01 04:35:00+10:00,53.79,5818.5
SA1,2026-05-01 04:35:00+10:00,-3.0,1352.8
TAS1,2026-05-01 04:35:00+10:00,85.64,921.71
VIC1,2026-05-01 04:35:00+10:00,-2.26,3910.53
NSW1,2026-05-01 04:40:00+10:00,56.06,6630.33
QLD1,2026-05-01 04:40:00+10:00,53.74,5846.62
SA1,2026-05-01 04:40:00+10:00,-3.0,1371.68
TAS1,2026-05-01 04:40:00+10:00,85.62,930.74
VIC1,2026-05-01 04:40:00+10:00,-2.29,3954.38
NSW1,2026-05-01 04:45:00+10:00,57.51,6730.31
QLD1,2026-05-01 04:45:00+10:00,55.74,5909.99
SA1,2026-05-01 04:45:00+10:00,-3.0,1385.12
TAS1,2026-05-01 04:45:00+10:00,85.62,925.79
VIC1,2026-05-01 04:45:00+10:00,-2.29,3979.44
NSW1,2026-05-01 04:50:00+10:00,56.06,6707.56
QLD1,2026-05-01 04:50:00+10:00,55.53,5915.59
SA1,2026-05-01 04:50:00+10:00,-3.0,1389.41
TAS1,2026-05-01 04:50:00+10:00,74.63,920.27
VIC1,2026-05-01 04:50:00+10:00,-2.29,3923.36
NSW1,2026-05-01 04:55:00+10:00,56.06,6736.82
QLD1,2026-05-01 04:55:00+10:00,54.71,5841.75
SA1,2026-05-01 04:55:00+10:00,-3.0,1389.98
TAS1,2026-05-01 04:55:00+10:00,74.64,918.64
VIC1,2026-05-01 04:55:00+10:00,-2.29,3916.58
NSW1,2026-05-01 05:00:00+10:00,57.29,6763.13
QLD1,2026-05-01 05:00:00+10:00,55.53,5912.22
SA1,2026-05-01 05:00:00+10:00,-2.96,1397.03
TAS1,2026-05-01 05:00:00+10:00,73.92,923.43
VIC1,2026-05-01 05:00:00+10:00,-2.99,3920.62
NSW1,2026-05-01 05:05:00+10:00,56.06,6813.84
QLD1,2026-05-01 05:05:00+10:00,54.21,5923.35
SA1,2026-05-01 05:05:00+10:00,-2.85,1412.25
TAS1,2026-05-01 05:05:00+10:00,73.92,926.46
VIC1,2026-05-01 05:05:00+10:00,-2.29,4028.59
NSW1,2026-05-01 05:10:00+10:00,57.51,6831.47
QLD1,2026-05-01 05:10:00+10:00,55.82,6008.62
SA1,2026-05-01 05:10:00+10:00,-3.0,1402.81
TAS1,2026-05-01 05:10:00+10:00,74.63,935.11
VIC1,2026-05-01 05:10:00+10:00,-2.29,4068.19
NSW1,2026-05-01 05:15:00+10:00,64.89,6917.47
QLD1,2026-05-01 05:15:00+10:00,64.0,6057.3
SA1,2026-05-01 05:15:00+10:00,-3.0,1397.52
TAS1,2026-05-01 05:15:00+10:00,74.66,938.2
VIC1,2026-05-01 05:15:00+10:00,-2.26,4118.02
NSW1,2026-05-01 05:20:00+10:00,57.51,6789.22
QLD1,2026-05-01 05:20:00+10:00,57.62,6143.6
SA1,2026-05-01 05:20:00+10:00,-3.0,1395.89
TAS1,2026-05-01 05:20:00+10:00,73.92,937.32
VIC1,2026-05-01 05:20:00+10:00,-2.99,4131.12
NSW1,2026-05-01 05:25:00+10:00,57.51,6861.8
QLD1,2026-05-01 05:25:00+10:00,56.75,6097.38
SA1,2026-05-01 05:25:00+10:00,-3.0,1400.86
TAS1,2026-05-01 05:25:00+10:00,74.94,942.33
VIC1,2026-05-01 05:25:00+10:00,-2.0,4166.94
NSW1,2026-05-01 05:30:00+10:00,65.05,6940.95
QLD1,2026-05-01 05:30:00+10:00,64.65,6125.73
SA1,2026-05-01 05:30:00+10:00,-3.0,1398.37
TAS1,2026-05-01 05:30:00+10:00,74.93,945.17
VIC1,2026-05-01 05:30:00+10:00,-2.0,4195.25
NSW1,2026-05-01 05:35:00+10:00,64.44,6931.82
QLD1,2026-05-01 05:35:00+10:00,64.65,6183.54
SA1,2026-05-01 05:35:00+10:00,-3.0,1409.07
TAS1,2026-05-01 05:35:00+10:00,73.2,952.23
VIC1,2026-05-01 05:35:00+10:00,-3.01,4226.76
NSW1,2026-05-01 05:40:00+10:00,64.89,6989.08
QLD1,2026-05-01 05:40:00+10:00,63.99,6217.89
SA1,2026-05-01 05:40:00+10:00,-3.0,1419.27
TAS1,2026-05-01 05:40:00+10:00,74.94,963.64
VIC1,2026-05-01 05:40:00+10:00,-2.0,4194.15
NSW1,2026-05-01 05:45:00+10:00,71.4,7024.13
QLD1,2026-05-01 05:45:00+10:00,71.69,6317.39
SA1,2026-05-01 05:45:00+10:00,-3.0,1406.95
TAS1,2026-05-01 05:45:00+10:00,73.65,971.98
VIC1,2026-05-01 05:45:00+10:00,-3.24,4281.89
NSW1,2026-05-01 05:50:00+10:00,64.89,7018.26
QLD1,2026-05-01 05:50:00+10:00,63.99,6276.59
SA1,2026-05-01 05:50:00+10:00,-2.45,1408.18
TAS1,2026-05-01 05:50:00+10:00,74.66,978.35
VIC1,2026-05-01 05:50:00+10:00,-2.26,4323.25
NSW1,2026-05-01 05:55:00+10:00,64.89,7024.35
QLD1,2026-05-01 05:55:00+10:00,64.83,6361.56
SA1,2026-05-01 05:55:00+10:00,-3.0,1406.56
TAS1,2026-05-01 05:55:00+10:00,76.9,976.84
VIC1,2026-05-01 05:55:00+10:00,-0.1,4425.82
NSW1,2026-05-01 06:00:00+10:00,71.4,7133.08
QLD1,2026-05-01 06:00:00+10:00,70.41,6379.42
SA1,2026-05-01 06:00:00+10:00,-10.23,1420.0
TAS1,2026-05-01 06:00:00+10:00,87.9,986.87
VIC1,2026-05-01 06:00:00+10:00,-0.1,4367.21
NSW1,2026-05-01 06:05:00+10:00,64.89,7092.67
QLD1,2026-05-01 06:05:00+10:00,64.78,6392.53
SA1,2026-05-01 06:05:00+10:00,-3.0,1411.69
TAS1,2026-05-01 06:05:00+10:00,74.93,994.17
VIC1,2026-05-01 06:05:00+10:00,-2.0,4486.03
NSW1,2026-05-01 06:10:00+10:00,71.4,7254.08
QLD1,2026-05-01 06:10:00+10:00,71.69,6530.07
SA1,2026-05-01 06:10:00+10:00,-3.0,1423.76
TAS1,2026-05-01 06:10:00+10:00,87.9,1010.47
VIC1,2026-05-01 06:10:00+10:00,-0.1,4558.34
NSW1,2026-05-01 06:15:00+10:00,73.14,7423.51
QLD1,2026-05-01 06:15:00+10:00,71.69,6453.12
SA1,2026-05-01 06:15:00+10:00,-3.0,1417.65
TAS1,2026-05-01 06:15:00+10:00,87.9,1011.72
VIC1,2026-05-01 06:15:00+10:00,-0.1,4623.35
NSW1,2026-05-01 06:20:00+10:00,86.07,7455.57
QLD1,2026-05-01 06:20:00+10:00,84.73,6621.02
SA1,2026-05-01 06:20:00+10:00,-3.0,1419.81
TAS1,2026-05-01 06:20:00+10:00,88.0,1021.01
VIC1,2026-05-01 06:20:00+10:00,0.0,4720.32
NSW1,2026-05-01 06:25:00+10:00,78.07,7571.56
QLD1,2026-05-01 06:25:00+10:00,74.04,6653.09
SA1,2026-05-01 06:25:00+10:00,-3.0,1428.1
TAS1,2026-05-01 06:25:00+10:00,88.0,1034.09
VIC1,2026-05-01 06:25:00+10:00,0.0,4671.7
NSW1,2026-05-01 06:30:00+10:00,79.0,7601.96
QLD1,2026-05-01 06:30:00+10:00,76.06,6654.93
SA1,2026-05-01 06:30:00+10:00,-3.0,1447.13
TAS1,2026-05-01 06:30:00+10:00,86.14,1030.96
VIC1,2026-05-01 06:30:00+10:00,29.11,4749.34
NSW1,2026-05-01 06:35:00+10:00,71.4,7695.59
QLD1,2026-05-01 06:35:00+10:00,69.47,6731.27
SA1,2026-05-01 06:35:00+10:00,-1.05,1447.22
TAS1,2026-05-01 06:35:00+10:00,69.19,1034.54
VIC1,2026-05-01 06:35:00+10:00,23.54,4891.34
NSW1,2026-05-01 06:40:00+10:00,84.56,7677.2
QLD1,2026-05-01 06:40:00+10:00,82.5,6745.11
SA1,2026-05-01 06:40:00+10:00,-1.1,1482.49
TAS1,2026-05-01 06:40:00+10:00,70.14,1055.58
VIC1,2026-05-01 06:40:00+10:00,27.67,4960.06
NSW1,2026-05-01 06:45:00+10:00,74.98,7692.45
QLD1,2026-05-01 06:45:00+10:00,71.69,6776.59
SA1,2026-05-01 06:45:00+10:00,-3.0,1482.19
TAS1,2026-05-01 06:45:00+10:00,70.14,1054.77
VIC1,2026-05-01 06:45:00+10:00,22.97,5017.33
NSW1,2026-05-01 06:50:00+10:00,76.99,7767.52
QLD1,2026-05-01 06:50:00+10:00,73.83,6805.34
SA1,2026-05-01 06:50:00+10:00,-1.1,1470.28
TAS1,2026-05-01 06:50:00+10:00,70.14,1064.45
VIC1,2026-05-01 06:50:00+10:00,25.19,5069.44
NSW1,2026-05-01 06:55:00+10:00,84.81,7923.3
QLD1,2026-05-01 06:55:00+10:00,77.73,6724.05
SA1,2026-05-01 06:55:00+10:00,-3.0,1498.01
TAS1,2026-05-01 06:55:00+10:00,70.14,1066.65
VIC1,2026-05-01 06:55:00+10:00,26.33,5115.24
NSW1,2026-05-01 07:00:00+10:00,76.99,7794.02
QLD1,2026-05-01 07:00:00+10:00,72.83,6740.47
SA1,2026-05-01 07:00:00+10:00,-3.0,1506.37
TAS1,2026-05-01 07:00:00+10:00,70.14,1073.63
VIC1,2026-05-01 07:00:00+10:00,23.83,5214.14
NSW1,2026-05-01 07:05:00+10:00,79.0,7852.18
QLD1,2026-05-01 07:05:00+10:00,75.67,6736.5
SA1,2026-05-01 07:05:00+10:00,-3.0,1504.09
TAS1,2026-05-01 07:05:00+10:00,64.76,1081.54
VIC1,2026-05-01 07:05:00+10:00,24.6,5169.59
NSW1,2026-05-01 07:10:00+10:00,76.99,7925.6
QLD1,2026-05-01 07:10:00+10:00,73.4,6774.57
SA1,2026-05-01 07:10:00+10:00,-3.0,1501.97
TAS1,2026-05-01 07:10:00+10:00,70.14,1089.02
VIC1,2026-05-01 07:10:00+10:00,23.98,5218.71
NSW1,2026-05-01 07:15:00+10:00,77.17,7965.5
QLD1,2026-05-01 07:15:00+10:00,73.63,6766.32
SA1,2026-05-01 07:15:00+10:00,-2.01,1513.81
TAS1,2026-05-01 07:15:00+10:00,70.14,1087.32
VIC1,2026-05-01 07:15:00+10:00,24.71,5282.94
NSW1,2026-05-01 07:20:00+10:00,76.63,7977.29
QLD1,2026-05-01 07:20:00+10:00,71.75,6677.64
SA1,2026-05-01 07:20:00+10:00,-2.01,1521.0
TAS1,2026-05-01 07:20:00+10:00,70.14,1096.45
VIC1,2026-05-01 07:20:00+10:00,24.42,5330.06
NSW1,2026-05-01 07:25:00+10:00,58.38,7987.78
QLD1,2026-05-01 07:25:00+10:00,54.63,6655.89
SA1,2026-05-01 07:25:00+10:00,-3.0,1514.38
TAS1,2026-05-01 07:25:00+10:00,77.31,1107.76
VIC1,2026-05-01 07:25:00+10:00,17.51,5351.95
NSW1,2026-05-01 07:30:00+10:00,58.87,7970.26
